Index,Date,GAME_ID,Visiting,Home,Period,Time,Challenging Team,Challenge Type,Additional Challenge Type,Successful/Unsuccessful,Link,Challenging Coach,Challenging Coach Years Experience,Challenging Coach Current Year Win Percentage,Challenging Coach Career Win Percentage,Official #1,Official #2,Official #3,Replay Center Officials,L2M Reviewed,L2M Reviewed Challenge,L2M Reviewed/Challenge Call Match,L2M Reviewed Decision,L2M Reviewed Comment,Visiting Score,Home Score,Committing Player,Disadvantaged Player,Committing Team,Disadvantaged Team,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0,20191022,21900001,NOP,TOR,3,2:41,NOP,Foul,Loose Ball Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_TOR_New_Orleans_Loose_Ball_Foul_Challenge_102219,Alvin Gentry,17,0.438,0.463,Tony Brown,Eric Dalen,Josh Tiven,,No,,,,,nan,nan,OG Anunoby,nan,TOR,nan,507,2,1,3,9:47 PM,2:41,MISS Anunoby 26' 3PT Jump Shot,,,nan,,4,1628384,OG Anunoby,1610612761,Toronto,Raptors,TOR,0,0,nan,,,,nan,0,0,,,,,,1
1,20191022,21900001,NOP,TOR,1,2:44,TOR,Foul,Offensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_TOR_Toronto_Offensive_Foul_Challenge_102219,Nick Nurse,2,0.719,0.712,Tony Brown,Eric Dalen,Josh Tiven,,No,,,,,nan,nan,Norman Powell,Josh Hart,TOR,NOP,133,6,4,1,8:26 PM,2:44,Powell OFF.Foul (P1) (E.Dalen),,,nan,,4,1626181,Norman Powell,1610612761,Toronto,Raptors,TOR,5,1628404,Josh Hart,1610612740,New Orleans,Pelicans,NOP,1,0,,,,,,1
2,20191022,21900001,NOP,TOR,1,2:44,TOR,Foul,Offensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_TOR_Toronto_Offensive_Foul_Challenge_102219,Nick Nurse,2,0.719,0.712,Tony Brown,Eric Dalen,Josh Tiven,,No,,,,,nan,nan,Norman Powell,nan,TOR,nan,135,5,37,1,8:26 PM,2:44,Powell Offensive Foul Turnover (P1.T6),,,nan,,4,1626181,Norman Powell,1610612761,Toronto,Raptors,TOR,0,0,nan,,,,nan,1,0,,,,,,1
3,20191022,21900001,NOP,TOR,1,2:44,TOR,Foul,Offensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_TOR_Toronto_Offensive_Foul_Challenge_102219,Nick Nurse,2,0.719,0.712,Tony Brown,Eric Dalen,Josh Tiven,,No,,,,,nan,nan,nan,nan,nan,nan,136,9,1,1,8:27 PM,2:44,RAPTORS Timeout: Regular (Full 2 Short 0),,,nan,,2,1610612761,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,0
4,20191022,21900001,NOP,TOR,1,2:44,TOR,Foul,Offensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_TOR_Toronto_Offensive_Foul_Challenge_102219,Nick Nurse,2,0.719,0.712,Tony Brown,Eric Dalen,Josh Tiven,,No,,,,,22,25,David Wesley,nan,nan,nan,137,18,4,1,8:27 PM,2:44,,,,22 - 25,3,0,133,David Wesley,,,,nan,0,0,nan,,,,nan,1,0,,,,,,0
5,20191022,21900001,NOP,TOR,1,2:44,TOR,Foul,Offensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_TOR_Toronto_Offensive_Foul_Challenge_102219,Nick Nurse,2,0.719,0.712,Tony Brown,Eric Dalen,Josh Tiven,,No,,,,,nan,nan,Fred VanVleet,Kyle Lowry,TOR,TOR,138,8,0,1,8:28 PM,2:44,SUB: Lowry FOR VanVleet,,,nan,,4,1627832,Fred VanVleet,1610612761,Toronto,Raptors,TOR,4,200768,Kyle Lowry,1610612761,Toronto,Raptors,TOR,0,0,,,,,,0
6,20191022,21900002,LAL,LAC,1,4:56,LAL,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_LAC_LA_Lakers_Defensive_Foul_Challenge_102219,Frank Vogel,9,0.778,0.536,Mark Lindsay,Kane Fitzgerald,Dedric Taylor,,No,,,,,nan,nan,Dwight Howard,Lou Williams,LAL,LAC,102,6,1,1,11:00 PM,4:56,,,Howard P.FOUL (P1.T3) (K.Fitzgerald),nan,,5,2730,Dwight Howard,1610612747,Los Angeles,Lakers,LAL,4,101150,Lou Williams,1610612746,LA,Clippers,LAC,1,0,,,,,,1
7,20191022,21900002,LAL,LAC,1,4:56,LAL,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_LAC_LA_Lakers_Defensive_Foul_Challenge_102219,Frank Vogel,9,0.778,0.536,Mark Lindsay,Kane Fitzgerald,Dedric Taylor,,No,,,,,nan,nan,nan,nan,nan,nan,106,9,1,1,11:00 PM,4:56,,,Lakers Timeout: Regular (Reg.1 Short 0),nan,,3,1610612747,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,1
8,20191022,21900002,LAL,LAC,1,4:56,LAL,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_LAC_LA_Lakers_Defensive_Foul_Challenge_102219,Frank Vogel,9,0.778,0.536,Mark Lindsay,Kane Fitzgerald,Dedric Taylor,,No,,,,,17,8,nan,nan,nan,nan,107,18,4,1,11:01 PM,4:56,,,,17 - 8,-9,0,102,nan,,,,nan,0,0,nan,,,,nan,1,0,,,,,,0
9,20191022,21900002,LAL,LAC,1,4:56,LAL,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_LAC_LA_Lakers_Defensive_Foul_Challenge_102219,Frank Vogel,9,0.778,0.536,Mark Lindsay,Kane Fitzgerald,Dedric Taylor,,No,,,,,nan,nan,Danny Green,Troy Daniels,LAL,LAL,108,8,0,1,11:03 PM,4:56,,,SUB: Daniels FOR Green,nan,,5,201980,Danny Green,1610612747,Los Angeles,Lakers,LAL,5,203584,Troy Daniels,1610612747,Los Angeles,Lakers,LAL,0,0,,,,,,0
10,20191023,21900007,MEM,MIA,4,4:57,MIA,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MEM_MIA_Miami_Defensive_Foul_Challenge_102319,Erik Spoelstra,12,0.631,0.593,John Goble,Karl Lane,Simone Jelks,,No,,,,,nan,nan,Chris Silva,Ja Morant,MIA,MEM,713,6,2,4,10:01 PM,4:57,Silva S.FOUL (P4.PN) (K.Lane),,,nan,,4,1629735,Chris Silva,1610612748,Miami,Heat,MIA,5,1629630,Ja Morant,1610612763,Memphis,Grizzlies,MEM,1,0,,,,,,1
11,20191023,21900007,MEM,MIA,4,4:57,MIA,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MEM_MIA_Miami_Defensive_Foul_Challenge_102319,Erik Spoelstra,12,0.631,0.593,John Goble,Karl Lane,Simone Jelks,,No,,,,,nan,nan,nan,nan,nan,nan,715,9,1,4,10:01 PM,4:57,HEAT Timeout: Regular (Full 5 Short 0),,,nan,,2,1610612748,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,0
12,20191023,21900007,MEM,MIA,4,4:57,MIA,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MEM_MIA_Miami_Defensive_Foul_Challenge_102319,Erik Spoelstra,12,0.631,0.593,John Goble,Karl Lane,Simone Jelks,,No,,,,,87,107,Chris Carr,nan,nan,nan,730,18,6,4,10:02 PM,4:57,,,,87 - 107,20,0,713,Chris Carr,,,,nan,0,0,nan,,,,nan,1,0,,,,,,0
13,20191023,21900007,MEM,MIA,4,4:57,MIA,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MEM_MIA_Miami_Defensive_Foul_Challenge_102319,Erik Spoelstra,12,0.631,0.593,John Goble,Karl Lane,Simone Jelks,,No,,,,,nan,nan,Ja Morant,nan,MEM,nan,718,3,11,4,10:03 PM,4:57,,,MISS Morant Free Throw 1 of 2,nan,,5,1629630,Ja Morant,1610612763,Memphis,Grizzlies,MEM,0,0,nan,,,,nan,0,0,,,,,,1
14,20191023,21900007,MEM,MIA,4,4:57,MIA,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MEM_MIA_Miami_Defensive_Foul_Challenge_102319,Erik Spoelstra,12,0.631,0.593,John Goble,Karl Lane,Simone Jelks,,No,,,,,nan,nan,nan,nan,nan,nan,719,4,1,4,10:03 PM,4:57,,,Grizzlies Rebound,nan,,3,1610612763,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,0
15,20191023,21900007,MEM,MIA,4,4:57,MIA,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MEM_MIA_Miami_Defensive_Foul_Challenge_102319,Erik Spoelstra,12,0.631,0.593,John Goble,Karl Lane,Simone Jelks,,No,,,,,88,107,Ja Morant,nan,MEM,nan,720,3,12,4,10:03 PM,4:57,,,Morant Free Throw 2 of 2 (12 PTS),88 - 107,19,5,1629630,Ja Morant,1610612763,Memphis,Grizzlies,MEM,0,0,nan,,,,nan,0,0,,,,,,1
16,20191023,21900008,BOS,PHI,3,11:16,PHI,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_PHI_Philadelphia_Defensive_Foul_Challenge_102319,Brett Brown,7,0.6,0.39,Sean Corbin,Sean Wright,Marat Kogut,,No,,,,,nan,nan,Joel Embiid,Kemba Walker,PHI,BOS,386,6,1,3,9:06 PM,11:16,Embiid P.FOUL (P2.T1) (S.Wright),,,nan,,4,203954,Joel Embiid,1610612755,Philadelphia,76ers,PHI,5,202689,Kemba Walker,1610612738,Boston,Celtics,BOS,1,0,,,,,,1
17,20191023,21900008,BOS,PHI,3,11:16,PHI,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_PHI_Philadelphia_Defensive_Foul_Challenge_102319,Brett Brown,7,0.6,0.39,Sean Corbin,Sean Wright,Marat Kogut,,No,,,,,nan,nan,nan,nan,nan,nan,389,9,1,3,9:07 PM,11:16,76ERS Timeout: Regular (Full 3 Short 0),,,nan,,2,1610612755,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,0
18,20191023,21900008,BOS,PHI,3,11:16,PHI,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_PHI_Philadelphia_Defensive_Foul_Challenge_102319,Brett Brown,7,0.6,0.39,Sean Corbin,Sean Wright,Marat Kogut,,No,,,,,48,52,Elliot Perry,nan,nan,nan,390,18,6,3,9:07 PM,11:16,,,,48 - 52,4,0,386,Elliot Perry,,,,nan,0,0,nan,,,,nan,1,0,,,,,,0
19,20191023,21900009,WAS,DAL,3,6:57,WAS,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_DAL_Washington_Defensive_Foul_Challenge_102319,Scott Brooks,11,0.375,0.568,Ken Mauer,Nick Buchert,Jonathan Sterling,,No,,,,,nan,nan,Ish Smith,Dorian Finney-Smith,WAS,DAL,423,6,2,3,10:15 PM,6:57,,,Smith S.FOUL (P4.T3) (K.Mauer),nan,,5,202397,Ish Smith,1610612764,Washington,Wizards,WAS,4,1627827,Dorian Finney-Smith,1610612742,Dallas,Mavericks,DAL,1,0,,,,,,1
20,20191023,21900009,WAS,DAL,3,6:57,WAS,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_DAL_Washington_Defensive_Foul_Challenge_102319,Scott Brooks,11,0.375,0.568,Ken Mauer,Nick Buchert,Jonathan Sterling,,No,,,,,nan,nan,nan,nan,nan,nan,425,9,1,3,10:16 PM,6:57,,,Wizards Timeout: Regular (Reg.5 Short 0),nan,,3,1610612764,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,0
21,20191023,21900009,WAS,DAL,3,6:57,WAS,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_DAL_Washington_Defensive_Foul_Challenge_102319,Scott Brooks,11,0.375,0.568,Ken Mauer,Nick Buchert,Jonathan Sterling,,No,,,,,57,71,Chris Gatling,nan,nan,nan,426,18,4,3,10:16 PM,6:57,,,,57 - 71,14,0,423,Chris Gatling,,,,nan,0,0,nan,,,,nan,1,0,,,,,,0
22,20191023,21900009,WAS,DAL,3,6:57,WAS,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_DAL_Washington_Defensive_Foul_Challenge_102319,Scott Brooks,11,0.375,0.568,Ken Mauer,Nick Buchert,Jonathan Sterling,,No,,,,,57,72,Dorian Finney-Smith,nan,DAL,nan,427,3,11,3,10:19 PM,6:57,Finney-Smith Free Throw 1 of 2 (6 PTS),,,57 - 72,15,4,1627827,Dorian Finney-Smith,1610612742,Dallas,Mavericks,DAL,0,0,nan,,,,nan,0,0,,,,,,1
23,20191023,21900009,WAS,DAL,3,6:57,WAS,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_DAL_Washington_Defensive_Foul_Challenge_102319,Scott Brooks,11,0.375,0.568,Ken Mauer,Nick Buchert,Jonathan Sterling,,No,,,,,57,73,Dorian Finney-Smith,nan,DAL,nan,428,3,12,3,10:19 PM,6:57,Finney-Smith Free Throw 2 of 2 (7 PTS),,,57 - 73,16,4,1627827,Dorian Finney-Smith,1610612742,Dallas,Mavericks,DAL,0,0,nan,,,,nan,0,0,,,,,,1
24,20191023,21900012,SAC,PHX,3,10:03,PHX,OB,Out of Bounds Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_PHX_Phoenix_OB_Challenge_102319,Monty Williams,6,0.4,0.434,Bill Spooner,James Williams,John Butler,,No,,,,,nan,nan,nan,nan,nan,nan,399,9,1,3,11:30 PM,10:03,SUNS Timeout: Regular (Full 3 Short 0),,,nan,,2,1610612756,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,0
25,20191023,21900012,SAC,PHX,3,10:03,PHX,OB,Out of Bounds Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_PHX_Phoenix_OB_Challenge_102319,Monty Williams,6,0.4,0.434,Bill Spooner,James Williams,John Butler,,No,,,,,61,56,Kendall Gill,nan,nan,nan,386,18,5,3,11:30 PM,10:03,,,,61 - 56,-5,0,383,Kendall Gill,,,,nan,0,0,nan,,,,nan,1,0,,,,,,0
26,20191023,21900012,SAC,PHX,3,10:03,PHX,OB,Out of Bounds Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_PHX_Phoenix_OB_Challenge_102319,Monty Williams,6,0.4,0.434,Bill Spooner,James Williams,John Butler,,No,,,,,nan,nan,Devin Booker,nan,PHX,nan,387,6,11,3,11:32 PM,10:03,Booker T.FOUL (P1.T1) (B.Spooner),,,nan,,4,1626164,Devin Booker,1610612756,Phoenix,Suns,PHX,0,0,nan,,,,nan,1,0,,,,,,0
27,20191023,21900012,SAC,PHX,3,10:03,PHX,OB,Out of Bounds Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_PHX_Phoenix_OB_Challenge_102319,Monty Williams,6,0.4,0.434,Bill Spooner,James Williams,John Butler,,No,,,,,62,56,Buddy Hield,nan,SAC,nan,388,3,16,3,11:33 PM,10:03,,,Hield Free Throw Technical (23 PTS),62 - 56,-6,5,1627741,Buddy Hield,1610612758,Sacramento,Kings,SAC,0,0,nan,,,,nan,0,0,,,,,,1
28,20191023,21900013,DEN,POR,4,0:15,POR,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_POR_Portland_Defensive_Foul_Challenge_102319,Terry Stotts,12,0.439,0.508,Scott Foster,Kevin Cutler,Ray Acosta,,No,,,,,nan,nan,Rodney Hood,Will Barton,POR,DEN,691,6,1,4,12:38 AM,0:15,Hood P.FOUL (P4.PN) (R.Acosta),,,nan,,4,203918,Rodney Hood,1610612757,Portland,Trail Blazers,POR,5,203115,Will Barton,1610612743,Denver,Nuggets,DEN,1,0,,,,,,1
29,20191023,21900013,DEN,POR,4,0:15,POR,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_POR_Portland_Defensive_Foul_Challenge_102319,Terry Stotts,12,0.439,0.508,Scott Foster,Kevin Cutler,Ray Acosta,,No,,,,,nan,nan,nan,nan,nan,nan,693,9,1,4,12:38 AM,0:15,TRAIL BLAZERS Timeout: Regular (Full 7 Short 0),,,nan,,2,1610612757,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,0
30,20191023,21900013,DEN,POR,4,0:15,POR,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_POR_Portland_Defensive_Foul_Challenge_102319,Terry Stotts,12,0.439,0.508,Scott Foster,Kevin Cutler,Ray Acosta,,No,,,,,106,100,Lou Roe,nan,nan,nan,694,18,4,4,12:38 AM,0:15,,,,106 - 100,-6,0,691,Lou Roe,,,,nan,0,0,nan,,,,nan,1,0,,,,,,0
31,20191023,21900013,DEN,POR,4,0:15,POR,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_POR_Portland_Defensive_Foul_Challenge_102319,Terry Stotts,12,0.439,0.508,Scott Foster,Kevin Cutler,Ray Acosta,,No,,,,,107,100,Will Barton,nan,DEN,nan,695,3,11,4,12:41 AM,0:15,,,Barton Free Throw 1 of 2 (18 PTS),107 - 100,-7,5,203115,Will Barton,1610612743,Denver,Nuggets,DEN,0,0,nan,,,,nan,0,0,,,,,,1
32,20191023,21900013,DEN,POR,4,0:15,POR,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_POR_Portland_Defensive_Foul_Challenge_102319,Terry Stotts,12,0.439,0.508,Scott Foster,Kevin Cutler,Ray Acosta,,No,,,,,108,100,Will Barton,nan,DEN,nan,696,3,12,4,12:41 AM,0:15,,,Barton Free Throw 2 of 2 (19 PTS),108 - 100,-8,5,203115,Will Barton,1610612743,Denver,Nuggets,DEN,0,0,nan,,,,nan,0,0,,,,,,1
33,20191024,21900015,MIL,HOU,1,2:11,MIL,Foul,Defensive Foul Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_HOU_Milwaukee_Defensive_Foul_Challenge_102419,Mike Budenholzer,7,0.815,0.585,Tom Washington,Matt Boland,Tyler Ford,,No,,,,,nan,nan,Eric Gordon,nan,HOU,nan,187,2,1,1,8:27 PM,2:11,MISS Gordon 26' 3PT Jump Shot,,Connaughton BLOCK (1 BLK),nan,,4,201569,Eric Gordon,1610612745,Houston,Rockets,HOU,0,0,nan,,,,nan,5,1626192,Pat Connaughton,1610612749,Milwaukee,Bucks,MIL,1
34,20191024,21900015,MIL,HOU,1,2:11,MIL,Foul,Defensive Foul Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_HOU_Milwaukee_Defensive_Foul_Challenge_102419,Mike Budenholzer,7,0.815,0.585,Tom Washington,Matt Boland,Tyler Ford,,No,,,,,nan,nan,nan,nan,nan,nan,189,4,0,1,8:27 PM,2:11,,,Bucks Rebound,nan,,3,1610612749,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,0
35,20191024,21900015,MIL,HOU,1,2:11,MIL,Foul,Defensive Foul Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_HOU_Milwaukee_Defensive_Foul_Challenge_102419,Mike Budenholzer,7,0.815,0.585,Tom Washington,Matt Boland,Tyler Ford,,No,,,,,nan,nan,nan,nan,nan,nan,160,9,7,1,8:28 PM,2:11,,,Bucks Timeout: Coach Challenge (Reg.1 Short 0),nan,,3,1610612749,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,0
36,20191024,21900015,MIL,HOU,1,2:11,MIL,Foul,Defensive Foul Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_HOU_Milwaukee_Defensive_Foul_Challenge_102419,Mike Budenholzer,7,0.815,0.585,Tom Washington,Matt Boland,Tyler Ford,,No,,,,,17,26,nan,nan,nan,nan,161,18,5,1,8:28 PM,2:11,,,,17 - 26,9,0,158,nan,,,,nan,0,0,nan,,,,nan,1,0,,,,,,0
37,20191024,21900015,MIL,HOU,1,7:24,HOU,Foul,Defensive Foul Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_HOU_Houston_Defensive_Foul_Challenge_102419,Mike D'Antoni,16,0.625,0.561,Tom Washington,Matt Boland,Tyler Ford,,No,,,,,nan,nan,Russell Westbrook,nan,HOU,nan,71,4,0,1,8:14 PM,7:24,Westbrook REBOUND (Off:0 Def:4),,,nan,,4,201566,Russell Westbrook,1610612745,Houston,Rockets,HOU,0,0,nan,,,,nan,0,0,,,,,,1
38,20191024,21900015,MIL,HOU,1,7:24,HOU,Foul,Defensive Foul Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_HOU_Houston_Defensive_Foul_Challenge_102419,Mike D'Antoni,16,0.625,0.561,Tom Washington,Matt Boland,Tyler Ford,,No,,,,,nan,nan,P.J. Tucker,Giannis Antetokounmpo,HOU,MIL,72,5,1,1,8:14 PM,7:24,Tucker Bad Pass Turnover (P1.T2),,Antetokounmpo STEAL (1 STL),nan,,4,200782,P.J. Tucker,1610612745,Houston,Rockets,HOU,5,203507,Giannis Antetokounmpo,1610612749,Milwaukee,Bucks,MIL,0,0,,,,,,1
39,20191024,21900015,MIL,HOU,1,7:24,HOU,Foul,Defensive Foul Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_HOU_Houston_Defensive_Foul_Challenge_102419,Mike D'Antoni,16,0.625,0.561,Tom Washington,Matt Boland,Tyler Ford,,No,,,,,nan,nan,Giannis Antetokounmpo,P.J. Tucker,MIL,HOU,98,6,26,1,8:15 PM,7:24,,,Antetokounmpo Offensive Charge Foul (P2.T4) (T.Ford),nan,,5,203507,Giannis Antetokounmpo,1610612749,Milwaukee,Bucks,MIL,4,200782,P.J. Tucker,1610612745,Houston,Rockets,HOU,1,0,,,,,,1
40,20191024,21900015,MIL,HOU,1,7:24,HOU,Foul,Defensive Foul Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_HOU_Houston_Defensive_Foul_Challenge_102419,Mike D'Antoni,16,0.625,0.561,Tom Washington,Matt Boland,Tyler Ford,,No,,,,,nan,nan,Giannis Antetokounmpo,nan,MIL,nan,99,5,37,1,8:15 PM,7:24,,,Antetokounmpo Offensive Foul Turnover (P1.T2),nan,,5,203507,Giannis Antetokounmpo,1610612749,Milwaukee,Bucks,MIL,0,0,nan,,,,nan,1,0,,,,,,1
41,20191024,21900015,MIL,HOU,1,7:24,HOU,Foul,Defensive Foul Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_HOU_Houston_Defensive_Foul_Challenge_102419,Mike D'Antoni,16,0.625,0.561,Tom Washington,Matt Boland,Tyler Ford,,No,,,,,nan,nan,nan,nan,nan,nan,76,9,1,1,8:15 PM,7:24,ROCKETS Timeout: Regular (Full 1 Short 0),,,nan,,2,1610612745,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,0
42,20191024,21900015,MIL,HOU,1,7:24,HOU,Foul,Defensive Foul Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_HOU_Houston_Defensive_Foul_Challenge_102419,Mike D'Antoni,16,0.625,0.561,Tom Washington,Matt Boland,Tyler Ford,,No,,,,,5,17,Derrick Phelps,nan,nan,nan,77,18,5,1,8:15 PM,7:24,,,,5 - 17,12,0,74,Derrick Phelps,,,,nan,0,0,nan,,,,nan,1,0,,,,,,0
43,20191024,21900015,MIL,HOU,1,7:24,HOU,Foul,Defensive Foul Challenge,Successful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_HOU_Houston_Defensive_Foul_Challenge_102419,Mike D'Antoni,16,0.625,0.561,Tom Washington,Matt Boland,Tyler Ford,,No,,,,,nan,nan,Giannis Antetokounmpo,Ersan Ilyasova,MIL,MIL,78,8,0,1,8:17 PM,7:24,,,SUB: Ilyasova FOR Antetokounmpo,nan,,5,203507,Giannis Antetokounmpo,1610612749,Milwaukee,Bucks,MIL,5,101141,Ersan Ilyasova,1610612749,Milwaukee,Bucks,MIL,0,0,,,,,,0
44,20191024,21900016,LAC,GSW,2,2:23,GSW,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_GSW_Golden_State_Defensive_Foul_Challenge_102419,Steve Kerr,6,0.231,0.709,Scott Foster,Brian Forte,Ray Acosta,,No,,,,,nan,nan,Kevon Looney,Lou Williams,GSW,LAC,316,6,2,2,11:40 PM,2:23,Looney S.FOUL (P3.PN) (R.Acosta),,,nan,,4,1626172,Kevon Looney,1610612744,Golden State,Warriors,GSW,5,101150,Lou Williams,1610612746,LA,Clippers,LAC,1,0,,,,,,1
45,20191024,21900016,LAC,GSW,2,2:23,GSW,Foul,Defensive Foul Challenge,Unsuccessful,http://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_GSW_Golden_State_Defensive_Foul_Challenge_102419,Steve Kerr,6,0.231,0.709,Scott Foster,Brian Forte,Ray Acosta,,No,,,,,nan,nan,nan,nan,nan,nan,318,9,1,2,11:40 PM,2:23,WARRIORS Timeout: Regular (Full 4 Short 0),,,nan,,2,1610612744,nan,,,,nan,0,0,nan,,,,nan,0,0,,,,,,0
